,sents,labels
0,huit cent soixante douze; trois cent quarante huit,0
36768,trois cent quatre vingt six; huit cent soixante neuf,1
36769,huit cent trente neuf; cent douze,0
36770,cinq cent cinquante six; cent trente huit,0
36771,trois cent cinquante cinq; trois cent quatre,0
36772,cent cinquante quatre; huit cent vingt quatre,1
36773,cinq cent trente et un; neuf cent vingt et un,1
36774,sept cent quarante; six cent cinquante,0
36775,sept cent soixante dix huit; cent soixante dix,0
36776,six cent quarante trois; trois cent soixante,0
36777,neuf cent soixante dix; trois cent six,0
36778,quatre cent quarante quatre; deux cent soixante quatre,0
36779,cent soixante dix sept; neuf cent vingt cinq,1
36780,quatre vingt dix neuf; neuf cent soixante et un,1
36781,quatre cent soixante dix huit; neuf cent quatre vingts,1
36782,quatre cent soixante neuf; huit cent soixante seize,1
36783,quatre cent dix huit; neuf cent quatre vingt dix neuf,1
36784,quatre vingt trois; deux cent soixante trois,1
36785,sept cent soixante trois; sept cent seize,0
36786,cinq cent vingt neuf; cent trois,0
36787,six cent quatre vingt dix; trois cent quatre vingt quinze,0
36788,six cent quatre vingt treize; six cent quatre vingts,0
36789,cinq cent trente; sept cent cinquante cinq,1
36790,trois cent seize; cent onze,0
36791,cent treize; sept cent cinquante trois,1
36792,deux cent quarante trois; six cent quatre vingt neuf,1
36793,quatre vingt quatre; sept cent quarante quatre,1
36794,six cent soixante; neuf cent trente deux,1
36795,soixante; sept cent soixante deux,1
36796,deux cent quarante six; soixante cinq,0
36797,neuf cent soixante deux; deux cent cinquante,0
36798,deux cent vingt sept; six cent quatre vingt douze,1
36799,six cent quatre vingt treize; deux cent douze,0
36800,quatre cent trente sept; huit cent soixante dix,1
36801,quatre cent quarante trois; deux cent quarante sept,0
36802,six cent vingt cinq; neuf cent vingt sept,1
36803,deux cent quatre vingt sept; cent soixante seize,0
36804,cent quatre vingt un; trois cent soixante dix huit,1
36805,cinquante sept; cinq cent onze,1
36806,quatre vingt dix neuf; six cent onze,1
36807,quatre cent soixante neuf; huit cent trente,1
36808,neuf cent treize; cent soixante et un,0
36809,cinq cent vingt huit; trente quatre,0
36810,six cent soixante trois; deux cent six,0
36811,cinq cent soixante quinze; six cent dix huit,1
36812,quatre cent vingt; cent quatre vingt neuf,0
36813,quatre cent quarante huit; cent quatre vingt quinze,0
36814,deux cent quatre vingt trois; dix neuf,0
36815,cent quatre vingt treize; neuf cent soixante et un,1
36816,trois cent soixante douze; huit cent quatre vingt dix sept,1
36817,trois cent vingt et un; trois cent soixante trois,1
36818,sept cent trente six; trois cent quarante quatre,0
36819,neuf cent un; trois cent quatre vingt quatorze,0
36820,cinq cent quatre vingt dix huit; sept,0
36821,huit cent soixante dix; cinq cent huit,0
36822,cinq cent cinquante cinq; sept cent treize,1
36823,cent soixante quinze; trois cent soixante quatre,1
36824,cinq cent soixante dix sept; trois cent vingt et un,0
36825,quatre vingt dix huit; deux cent cinquante six,1
36826,deux cent un; six cent onze,1
36827,quatre cent quarante et un; quatre cent cinq,0
36828,cinq cent quarante deux; deux cent soixante sept,0
36829,six cent quinze; sept cent vingt sept,1
36830,trois cent soixante huit; huit cent huit,1
36831,trois cent quatre vingt dix neuf; sept cent cinquante trois,1
36832,cent dix; huit cent quatre vingt sept,1
36833,cent soixante treize; quatre cent quatre vingt treize,1
36834,cinq cent quarante neuf; quatre cent dix sept,0
36835,huit cent vingt trois; huit cent quatre vingt dix neuf,1
36836,sept cent vingt neuf; cinq cent dix sept,0
36837,cent quarante trois; trois cent soixante huit,1
36838,cent soixante deux; sept cent vingt deux,1
36839,neuf cent soixante deux; cinq cent soixante six,0
36840,huit cent trente six; cinq cent vingt huit,0
36841,quarante et un; quatre vingt deux,1
36842,cent quarante huit; huit cent quatre vingt douze,1
36843,deux cent un; neuf cent douze,1
36844,vingt trois; huit cent cinquante six,1
36845,huit cent quatre vingt quinze; cinq cent quatre vingt neuf,0
36846,trois cent quatre vingt deux; deux cent soixante deux,0
36847,quatre cent trente six; cinq cent quatre vingt deux,1
36848,neuf cent dix sept; neuf cent vingt neuf,1
36849,deux cent trente sept; soixante dix,0
36850,six cent trente quatre; cent soixante six,0
36851,cinq cent trois; deux cent vingt quatre,0
36852,deux cent cinquante et un; quatre cent treize,1
36853,cinq cent vingt quatre; quatre cent soixante treize,0
36854,quatre cent cinquante; deux cent soixante,0
36855,quatre cent un; neuf cent trente cinq,1
36856,cinq cent soixante dix; trois cent douze,0
36857,quatre cent cinquante sept; trois cent quatre vingt onze,0
36858,trois cent cinquante huit; sept cent six,1
36859,neuf cent quatre vingt dix; cinq cent vingt six,0
36860,six cent cinquante deux; six cent trente huit,0
36861,huit cent soixante treize; trente trois,0
36862,sept cent vingt neuf; six cent quatre vingt trois,0
36863,sept cent soixante deux; six cent quarante sept,0
36864,quatre cent soixante dix; six cent sept,1
36865,huit cent quatre vingt douze; cinq cent vingt six,0
36866,cinq cent soixante sept; quatre cent soixante dix sept,0
36867,deux cent quatre vingt treize; deux cent soixante dix,0
36868,quatre cent trente; deux cent quatre vingt douze,0
36869,neuf cent soixante et onze; cinq cent douze,0
36870,neuf cent quatre vingt un; huit cent soixante quatre,0
36871,quarante cinq; trois cent quarante quatre,1
36872,six cent six; sept cent soixante trois,1
36873,cinq cent vingt huit; neuf cent trente cinq,1
36874,vingt huit; cinquante,1
36875,neuf cent douze; sept cents,0
36876,huit cent soixante dix neuf; huit cent soixante dix huit,0
36877,sept cent huit; neuf cent six,1
36878,trois cent dix; cent soixante quatre,0
36879,neuf cent trente sept; cinq cent douze,0
36880,sept cent douze; cinq cent quatre vingt quatorze,0
36881,trente quatre; deux cent quatre,1
36882,huit cent onze; quatre cent cinquante,0
36883,huit cent soixante neuf; sept cent vingt deux,0
36884,deux cent quarante deux; six cent trente et un,1
36885,six cent cinquante six; soixante huit,0
36886,huit cent quatre vingt cinq; cinquante trois,0
36887,cinquante deux; deux cent quatre,1
36888,huit cent cinquante quatre; deux cent cinquante trois,0
36889,deux cent soixante deux; cent quatre vingt sept,0
36890,neuf cent soixante neuf; quatre cent cinquante et un,0
36891,huit cent soixante dix; quatre cent trente sept,0
36892,cent quatre vingt seize; sept cent treize,1
36893,sept cent quarante quatre; quatre cent soixante quatre,0
36894,cinquante neuf; trois cent quatorze,1
36895,cent quatre vingt dix huit; quatre cent trente trois,1
36896,cinq cent soixante dix; neuf cent soixante douze,1
36897,deux cent quatre vingt deux; cent cinquante sept,0
36898,trente trois; quarante sept,1
36899,sept cent quarante huit; huit cent vingt huit,1
36900,deux cent dix neuf; six cent six,1
36901,huit cent soixante cinq; deux cent vingt quatre,0
36902,deux cent quarante sept; trois cent trois,1
36903,cent quatre vingt six; neuf cent dix sept,1
36904,quatre cent quatre vingt dix; huit cent quatre vingt quatre,1
36905,cinq cent cinquante; six cent cinquante six,1
36906,cent trente cinq; quatre vingt dix sept,0
36907,sept cent quarante trois; six cent quatre vingt cinq,0
36908,quatre cent quatre vingt un; six cent trente neuf,1
36909,cent quatre vingt quatre; trente sept,0
36910,deux cent vingt et un; six cent quatre vingt un,1
36911,trois cent cinquante huit; neuf cent quatre,1
36912,cent soixante dix huit; huit cent vingt cinq,1
36913,quarante deux; neuf cent quatre vingt dix sept,1
36914,huit cent vingt deux; trois cent soixante quinze,0
36915,soixante cinq; cinq cent trente et un,1
36916,neuf cent soixante; six cent trente deux,0
36917,trois cent quarante trois; neuf cent soixante et un,1
36918,trois cent vingt quatre; deux cent un,0
36919,deux cent quatre vingt dix huit; sept cent soixante quatorze,1
36920,quatre cent quatre vingt dix neuf; sept cent douze,1
36921,deux cent quatorze; trois cent trente sept,1
36922,cent dix sept; huit cent trente sept,1
36923,huit cent trente; neuf cent vingt cinq,1
36924,six cent dix neuf; quatre cent soixante trois,0
36925,cinq cent quinze; quatre cent soixante sept,0
36926,cinq cent quatre vingt dix sept; cent quatre vingt neuf,0
36927,vingt; six cent cinquante deux,1
36928,huit cent cinquante quatre; six cent quatorze,0
36929,cinq cent quatre vingt deux; vingt deux,0
36930,huit cent quarante et un; deux cent vingt cinq,0
36931,six cent quarante; trois cent soixante huit,0
36932,deux cent vingt sept; six cent cinquante trois,1
36933,cent soixante huit; deux cent cinquante neuf,1
36934,neuf cent soixante dix neuf; six cent trente huit,0
36935,cinq cent quatre vingt cinq; huit cent quarante cinq,1
36936,deux cent quatre vingt trois; cent quatre vingt treize,0
36937,cinq cent trente; neuf cent cinq,1
36938,deux cent dix neuf; cinq cent soixante dix,1
36939,trois cent quatre vingt quatre; quatre,0
36940,neuf cent soixante et onze; cinq cent quarante deux,0
36941,cinq cent quatre vingt deux; cent trente six,0
36942,six cent trente neuf; six cent dix,0
36943,sept; deux cent un,1
36944,cinq cent soixante treize; huit cent quatre vingt dix,1
36945,quatre vingt cinq; sept cent soixante cinq,1
36946,trois cent quatre vingt dix sept; quatre cent treize,1
36947,neuf cent vingt huit; quatre cent quatre vingt dix sept,0
36948,huit cent soixante quinze; deux cent trente,0
36949,six cent cinquante six; deux cent soixante huit,0
36950,quatre cent trois; trois cent quatre vingt onze,0
36951,cinq cent quatre vingt sept; cent quatre vingt six,0
36952,deux cent trente cinq; cent soixante treize,0
36953,neuf cent trente deux; trois cent cinquante deux,0
36954,neuf cent quarante cinq; deux,0
36955,six cent cinquante huit; huit cent vingt trois,1
36956,trois cent dix sept; sept cent cinq,1
36957,six cent soixante seize; huit cent seize,1
36958,cinq cent quatre vingt deux; sept cent soixante huit,1
36959,huit cent soixante et onze; soixante dix sept,0
36960,cinquante; sept cent quatre vingt quatorze,1
36961,huit cent soixante douze; six cent quarante,0
36962,trois cent quatre vingt sept; neuf cent quatre vingt sept,1
36963,quatre cent soixante neuf; cinq cent vingt huit,1
36964,trois cent dix sept; six cent trois,1
36965,quarante cinq; huit cent quatre vingt onze,1
36966,neuf cent seize; deux cent quatre vingt dix huit,0
36967,huit cent vingt cinq; neuf cent quatre vingt sept,1
36968,quatre vingt douze; trois cent quatre vingt seize,1
36969,neuf cent trente neuf; trois cent quatre vingt un,0
36970,quatre cent quatre vingt quatorze; huit cent soixante neuf,1
36971,sept cent soixante neuf; huit cent un,1
36972,cinq cent quatre vingt deux; deux cent quatre vingt cinq,0
36973,cinq cent quatre vingts; cinq,0
36974,huit cent quarante trois; huit cent quatre vingt deux,1
36975,trois cent soixante trois; trois cent onze,0
36976,deux cent vingt quatre; huit cent quarante deux,1
36977,cent quarante sept; quatre cent dix sept,1
36978,huit cent douze; trois cent soixante,0
36979,quarante cinq; soixante et un,1
36980,trois cent quatre vingt onze; deux cent soixante sept,0
36981,trois cent quarante neuf; huit cent quarante,1
36982,deux cent vingt quatre; cinq cent quatre vingt seize,1
36983,cinq cent soixante quinze; cinq cent soixante neuf,0
36984,six; six cent soixante et un,1
36985,cent cinq; cent quarante neuf,1
36986,six cent quarante cinq; quatre cent cinquante quatre,0
36987,quarante neuf; deux cent soixante dix sept,1
36988,quatre cent soixante dix huit; cinq,0
36989,huit cent sept; six cent soixante huit,0
36990,deux cent quarante huit; cent cinquante et un,0
36991,six cent quarante; sept cent quatre vingt dix,1
36992,deux cent vingt; huit cent cinquante quatre,1
36993,quatre cent un; quatre cent soixante trois,1
36994,trois cent soixante treize; trente huit,0
36995,cent quatre vingt dix sept; deux cent cinquante huit,1
36996,quatre vingts; huit cent quatre vingt onze,1
36997,cinq cent dix sept; huit cent quatre vingt six,1
36998,deux cent vingt trois; trois cent trente deux,1
36999,huit cent soixante dix neuf; cent dix neuf,0
37000,six cent seize; vingt neuf,0
37001,trois cent vingt quatre; trois cent quatre vingt deux,1
37002,neuf cent trente trois; deux cent trente neuf,0
37003,huit cent un; six cent soixante sept,0
37004,neuf cent quarante deux; trois cent quinze,0
37005,sept cent treize; quatre cent soixante cinq,0
37006,quatre vingt un; cent quarante,1
37007,soixante huit; neuf cent quatre vingt seize,1
37008,sept cent cinquante et un; cent quatre vingt dix neuf,0
37009,neuf cent quatre vingt quinze; cinq cent soixante dix neuf,0
37010,soixante quinze; six cent quinze,1
37011,quatre vingt treize; huit cent quatre vingt quatorze,1
37012,deux cent cinquante neuf; neuf cent quatre vingt trois,1
37013,trois cent quarante cinq; quarante sept,0
37014,huit cent cinquante trois; deux cent quatre vingt sept,0
37015,huit cent cinquante neuf; neuf cent cinquante six,1
37016,neuf cent vingt neuf; cinq cent trente sept,0
37017,neuf cent quatre vingt trois; cent quatre vingt dix sept,0
37018,dix huit; deux cent vingt sept,1
37019,cinq cent cinq; sept cent seize,1
37020,cent quatre vingt treize; deux cent soixante dix neuf,1
37021,cinq cent trente quatre; quarante six,0
37022,quarante; quarante quatre,1
37023,deux cent trente trois; trois cent trente trois,1
37024,cent quatre vingt quinze; huit cent cinquante et un,1
37025,six cent quatre vingt six; cinq cent quatre,0
37026,deux cent douze; cinq cent soixante treize,1
37027,quatre cent quatre vingt cinq; neuf cent quatre,1
37028,trois cent quatre vingt seize; huit cent quatorze,1
37029,cent quatre vingt douze; huit cent quatre vingt huit,1
37030,sept cent cinquante six; neuf cent six,1
37031,sept cents; cinq cent douze,0
37032,dix sept; deux cent quatorze,1
37033,quatre vingt dix huit; huit cent vingt deux,1
37034,quatre cent soixante treize; deux cent soixante neuf,0
37035,sept cent soixante dix sept; sept cent quatorze,0
37036,six cent quatre vingt dix neuf; cinq cent quarante deux,0
37037,cent soixante et un; trois cent trente cinq,1
37038,neuf cent quatre vingt huit; neuf cent soixante deux,0
37039,quatre cent cinquante cinq; trois cent quatre vingt douze,0
37040,trois cent vingt sept; cent quatre vingt onze,0
37041,trois cent quatre vingt treize; cent soixante six,0
37042,cinq cent cinquante trois; cent quarante cinq,0
37043,quatre cent dix sept; neuf cent quarante sept,1
37044,quatre cent trente; deux cent quatre vingt quinze,0
37045,trois cent quarante quatre; quatre cent cinquante six,1
37046,deux cent trente huit; quatre cent deux,1
37047,huit cent deux; cent dix neuf,0
37048,huit cent quatre vingt dix; quatre cent vingt six,0
37049,huit cent quatre vingts; cinq cent quatre vingt un,0
37050,trente et un; cinquante cinq,1
37051,quatre cent treize; deux cent dix neuf,0
37052,mille; quatre vingt trois,0
37053,trois cent quatre vingt neuf; neuf cent quarante neuf,1
37054,trois cent soixante quinze; cent soixante trois,0
37055,quatre cent quatre vingt dix huit; deux cent cinquante et un,0
37056,neuf cent quatre vingt trois; sept cent dix sept,0
37057,neuf cent quatre; huit cent quarante quatre,0
37058,six cent cinq; sept cent vingt et un,1
37059,six cent soixante douze; huit cent dix sept,1
37060,quatre cent vingt quatre; sept cent quinze,1
37061,neuf cent dix sept; trois cent huit,0
37062,vingt; quatre cent quarante quatre,1
